Nome,Data,ValorKB,ValorPC,ValorNE
"TV Samsung T5300 43""",2022-04-03 21:00:00,R$ 1776.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-04-03 21:00:00,R$ 1336.00,R$ 920.00,R$ 2500.00
Xbox Series S,2022-04-03 22:00:00,R$ 1217.70,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-03 22:00:00,R$ 5347.54,R$ 5985.00,R$ 6750.00
"TV Samsung T5300 43""",2022-04-03 22:00:00,R$ 1776.00,R$ 1860.00,R$ 948.00
Nintendo Switch,2022-04-03 22:00:00,R$ 1336.00,R$ 920.00,R$ 2500.00
Xbox Series S,2022-04-03 23:00:00,R$ 1217.70,R$ 1000.00,R$ 1342.00
iPhone 11 64GB,2022-04-03 23:00:00,R$ 5347.54,R$ 5985.00,R$ 6750.00
"TV Samsung T5300 43""",2022-04-03 23:00:00,R$ 1776.00,R$ 2994.60,R$ 600.00
Nintendo Switch,2022-04-03 23:00:00,R$ 908.48,R$ 1324.80,R$ 1000.00
Xbox Series S,2022-04-04 00:00:00,R$ 1765.66,R$ 1260.00,R$ 1878.80
iPhone 11 64GB,2022-04-04 00:00:00,R$ 6150.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-04 00:00:00,R$ 2220.00,R$ 2994.60,R$ 600.00
Nintendo Switch,2022-04-04 00:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-04 01:00:00,R$ 1765.66,R$ 1260.00,R$ 1100.00
iPhone 11 64GB,2022-04-04 01:00:00,R$ 4920.00,R$ 2660.00,R$ 5550.00
"TV Samsung T5300 43""",2022-04-04 01:00:00,R$ 2220.00,R$ 1200.00,R$ 792.00
Nintendo Switch,2022-04-04 01:00:00,R$ 1288.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-04 02:00:00,R$ 2750.00,R$ 1071.00,R$ 1232.00
iPhone 11 64GB,2022-04-04 02:00:00,R$ 6150.00,R$ 2660.00,R$ 5550.00
"TV Samsung T5300 43""",2022-04-04 02:00:00,R$ 2930.40,R$ 1200.00,R$ 1322.64
Nintendo Switch,2022-04-04 02:00:00,R$ 1687.28,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-04 03:00:00,R$ 2750.00,R$ 1071.00,R$ 1232.00
iPhone 11 64GB,2022-04-04 03:00:00,R$ 6150.00,R$ 2660.00,R$ 5550.00
"TV Samsung T5300 43""",2022-04-04 03:00:00,R$ 1289.38,R$ 1728.00,R$ 1500.00
Nintendo Switch,2022-04-04 03:00:00,R$ 1687.28,R$ 1104.00,R$ 1000.00
Xbox Series S,2022-04-04 04:00:00,R$ 2750.00,R$ 1735.02,R$ 1835.68
iPhone 11 64GB,2022-04-04 04:00:00,R$ 6150.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-04 04:00:00,R$ 2191.94,R$ 2177.28,R$ 1500.00
Nintendo Switch,2022-04-04 04:00:00,R$ 1822.26,R$ 1545.60,R$ 1640.00
Xbox Series S,2022-04-04 05:00:00,R$ 2750.00,R$ 2500.00,R$ 1431.83
iPhone 11 64GB,2022-04-04 05:00:00,R$ 6150.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-04 05:00:00,R$ 2915.28,R$ 2699.83,R$ 1500.00
Nintendo Switch,2022-04-04 05:00:00,R$ 1822.26,R$ 1545.60,R$ 1640.00
Xbox Series S,2022-04-04 06:00:00,R$ 2750.00,R$ 2500.00,R$ 1100.00
iPhone 11 64GB,2022-04-04 06:00:00,R$ 6150.00,R$ 3750.60,R$ 7500.00
"TV Samsung T5300 43""",2022-04-04 06:00:00,R$ 3000.00,R$ 1200.00,R$ 1500.00
Nintendo Switch,2022-04-04 06:00:00,R$ 800.00,R$ 1962.91,R$ 1640.00
Xbox Series S,2022-04-04 07:00:00,R$ 2750.00,R$ 1150.00,R$ 1837.00
iPhone 11 64GB,2022-04-04 07:00:00,R$ 6150.00,R$ 6301.01,R$ 7500.00
"TV Samsung T5300 43""",2022-04-04 07:00:00,R$ 3000.00,R$ 1200.00,R$ 1500.00
Nintendo Switch,2022-04-04 07:00:00,R$ 800.00,R$ 2300.00,R$ 1640.00
Xbox Series S,2022-04-04 08:00:00,R$ 2750.00,R$ 1587.00,R$ 2332.99
iPhone 11 64GB,2022-04-04 08:00:00,R$ 2460.00,R$ 6650.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-04 08:00:00,R$ 3000.00,R$ 1620.00,R$ 1005.00
Nintendo Switch,2022-04-04 08:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-04 09:00:00,R$ 2750.00,R$ 1142.64,R$ 2332.99
iPhone 11 64GB,2022-04-04 09:00:00,R$ 3665.40,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-04 09:00:00,R$ 3000.00,R$ 1620.00,R$ 1185.90
Nintendo Switch,2022-04-04 09:00:00,R$ 800.00,R$ 1508.80,R$ 1600.00
Xbox Series S,2022-04-04 10:00:00,R$ 2750.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-04 10:00:00,R$ 5204.87,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-04 10:00:00,R$ 1770.00,R$ 1215.00,R$ 1185.90
Nintendo Switch,2022-04-04 10:00:00,R$ 800.00,R$ 920.37,R$ 1600.00
Xbox Series S,2022-04-04 11:00:00,R$ 2750.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-04 11:00:00,R$ 5204.87,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-04-04 11:00:00,R$ 1309.80,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-04 11:00:00,R$ 800.00,R$ 920.37,R$ 2112.00
Xbox Series S,2022-04-04 12:00:00,R$ 1100.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-04 12:00:00,R$ 5204.87,R$ 2660.00,R$ 4575.00
"TV Samsung T5300 43""",2022-04-04 12:00:00,R$ 1200.00,R$ 1200.00,R$ 780.00
Nintendo Switch,2022-04-04 12:00:00,R$ 800.00,R$ 920.37,R$ 2112.00
Xbox Series S,2022-04-04 13:00:00,R$ 1760.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-04 13:00:00,R$ 6150.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-04 13:00:00,R$ 1200.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-04 13:00:00,R$ 800.00,R$ 920.37,R$ 2500.00
Xbox Series S,2022-04-04 14:00:00,R$ 1100.00,R$ 1190.00,R$ 1419.00
iPhone 11 64GB,2022-04-04 14:00:00,R$ 6150.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-04 14:00:00,R$ 1692.00,R$ 1200.00,R$ 978.00
Nintendo Switch,2022-04-04 14:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-04 15:00:00,R$ 1386.00,R$ 1118.60,R$ 1419.00
iPhone 11 64GB,2022-04-04 15:00:00,R$ 3567.00,R$ 2660.00,R$ 4800.00
"TV Samsung T5300 43""",2022-04-04 15:00:00,R$ 1590.48,R$ 1200.00,R$ 792.18
Nintendo Switch,2022-04-04 15:00:00,R$ 1056.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-04 16:00:00,R$ 1164.24,R$ 1118.60,R$ 2298.78
iPhone 11 64GB,2022-04-04 16:00:00,R$ 4102.05,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-04 16:00:00,R$ 1590.48,R$ 1200.00,R$ 792.18
Nintendo Switch,2022-04-04 16:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-04 17:00:00,R$ 1839.50,R$ 1174.53,R$ 2298.78
iPhone 11 64GB,2022-04-04 17:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-04 17:00:00,R$ 1200.00,R$ 1200.00,R$ 792.18
Nintendo Switch,2022-04-04 17:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-04 18:00:00,R$ 1100.00,R$ 1562.12,R$ 2298.78
iPhone 11 64GB,2022-04-04 18:00:00,R$ 2902.80,R$ 2660.00,R$ 3810.00
"TV Samsung T5300 43""",2022-04-04 18:00:00,R$ 1776.00,R$ 1200.00,R$ 879.32
Nintendo Switch,2022-04-04 18:00:00,R$ 1048.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-04 19:00:00,R$ 1100.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-04-04 19:00:00,R$ 2460.00,R$ 2660.00,R$ 3048.00
"TV Samsung T5300 43""",2022-04-04 19:00:00,R$ 1278.72,R$ 1200.00,R$ 659.49
Nintendo Switch,2022-04-04 19:00:00,R$ 1048.00,R$ 1260.40,R$ 1000.00
Xbox Series S,2022-04-04 20:00:00,R$ 1100.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-04-04 20:00:00,R$ 3444.00,R$ 2660.00,R$ 3962.40
"TV Samsung T5300 43""",2022-04-04 20:00:00,R$ 1200.00,R$ 1200.00,R$ 850.74
Nintendo Switch,2022-04-04 20:00:00,R$ 1729.20,R$ 1260.40,R$ 1000.00
Xbox Series S,2022-04-04 21:00:00,R$ 1100.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-04-04 21:00:00,R$ 4718.28,R$ 2660.00,R$ 3962.40
"TV Samsung T5300 43""",2022-04-04 21:00:00,R$ 1956.00,R$ 1608.00,R$ 1420.74
Nintendo Switch,2022-04-04 21:00:00,R$ 1487.11,R$ 1260.40,R$ 1000.00
Xbox Series S,2022-04-04 22:00:00,R$ 1100.00,R$ 1000.00,R$ 1155.00
iPhone 11 64GB,2022-04-04 22:00:00,R$ 6086.58,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-04 22:00:00,R$ 1200.00,R$ 2524.56,R$ 1420.74
Nintendo Switch,2022-04-04 22:00:00,R$ 800.00,R$ 1373.84,R$ 1000.00
Xbox Series S,2022-04-04 23:00:00,R$ 1100.00,R$ 1000.00,R$ 1339.80
iPhone 11 64GB,2022-04-04 23:00:00,R$ 6150.00,R$ 2660.00,R$ 3660.00
"TV Samsung T5300 43""",2022-04-04 23:00:00,R$ 2052.00,R$ 3000.00,R$ 1420.74
Nintendo Switch,2022-04-04 23:00:00,R$ 800.00,R$ 1373.84,R$ 1000.00
Xbox Series S,2022-04-05 00:00:00,R$ 1210.00,R$ 1000.00,R$ 1339.80
iPhone 11 64GB,2022-04-05 00:00:00,R$ 6150.00,R$ 2660.00,R$ 4209.00
"TV Samsung T5300 43""",2022-04-05 00:00:00,R$ 1200.00,R$ 3000.00,R$ 1335.49
Nintendo Switch,2022-04-05 00:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-05 01:00:00,R$ 1681.90,R$ 1410.00,R$ 1100.00
iPhone 11 64GB,2022-04-05 01:00:00,R$ 4981.50,R$ 4655.00,R$ 3661.83
"TV Samsung T5300 43""",2022-04-05 01:00:00,R$ 1200.00,R$ 3000.00,R$ 1500.00
Nintendo Switch,2022-04-05 01:00:00,R$ 800.00,R$ 920.00,R$ 1080.00
Xbox Series S,2022-04-05 02:00:00,R$ 1681.90,R$ 2411.10,R$ 1639.00
iPhone 11 64GB,2022-04-05 02:00:00,R$ 2460.00,R$ 5586.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-05 02:00:00,R$ 1200.00,R$ 3000.00,R$ 1500.00
Nintendo Switch,2022-04-05 02:00:00,R$ 800.00,R$ 920.00,R$ 1080.00
Xbox Series S,2022-04-05 03:00:00,R$ 1681.90,R$ 2411.10,R$ 1100.00
iPhone 11 64GB,2022-04-05 03:00:00,R$ 2460.00,R$ 5586.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-05 03:00:00,R$ 1200.00,R$ 3000.00,R$ 1500.00
Nintendo Switch,2022-04-05 03:00:00,R$ 1320.00,R$ 1545.60,R$ 1242.00
Xbox Series S,2022-04-05 04:00:00,R$ 1900.55,R$ 2500.00,R$ 1100.00
iPhone 11 64GB,2022-04-05 04:00:00,R$ 3001.20,R$ 2660.00,R$ 5040.00
"TV Samsung T5300 43""",2022-04-05 04:00:00,R$ 1200.00,R$ 3000.00,R$ 1500.00
Nintendo Switch,2022-04-05 04:00:00,R$ 1386.00,R$ 2024.74,R$ 1242.00
Xbox Series S,2022-04-05 05:00:00,R$ 1900.55,R$ 2500.00,R$ 1430.00
iPhone 11 64GB,2022-04-05 05:00:00,R$ 4771.91,R$ 2660.00,R$ 5040.00
"TV Samsung T5300 43""",2022-04-05 05:00:00,R$ 1200.00,R$ 1200.00,R$ 1500.00
Nintendo Switch,2022-04-05 05:00:00,R$ 800.00,R$ 2024.74,R$ 1242.00
Xbox Series S,2022-04-05 06:00:00,R$ 1100.00,R$ 2500.00,R$ 1272.70
iPhone 11 64GB,2022-04-05 06:00:00,R$ 4771.91,R$ 4149.60,R$ 3000.00
"TV Samsung T5300 43""",2022-04-05 06:00:00,R$ 1920.00,R$ 1860.00,R$ 1500.00
Nintendo Switch,2022-04-05 06:00:00,R$ 800.00,R$ 2024.74,R$ 1242.00
Xbox Series S,2022-04-05 07:00:00,R$ 1100.00,R$ 2050.00,R$ 1272.70
iPhone 11 64GB,2022-04-05 07:00:00,R$ 6150.00,R$ 2660.00,R$ 3420.00
"TV Samsung T5300 43""",2022-04-05 07:00:00,R$ 1920.00,R$ 3000.00,R$ 1500.00
Nintendo Switch,2022-04-05 07:00:00,R$ 1072.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-04-05 08:00:00,R$ 1100.00,R$ 2050.00,R$ 1100.00
iPhone 11 64GB,2022-04-05 08:00:00,R$ 6150.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-05 08:00:00,R$ 3000.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-04-05 08:00:00,R$ 1072.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-04-05 09:00:00,R$ 1100.00,R$ 2337.00,R$ 1100.00
iPhone 11 64GB,2022-04-05 09:00:00,R$ 6150.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-05 09:00:00,R$ 3000.00,R$ 3000.00,R$ 948.00
Nintendo Switch,2022-04-05 09:00:00,R$ 800.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-04-05 10:00:00,R$ 1298.00,R$ 2500.00,R$ 1452.00
iPhone 11 64GB,2022-04-05 10:00:00,R$ 6150.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-05 10:00:00,R$ 1260.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-04-05 10:00:00,R$ 872.00,R$ 1840.00,R$ 1000.00
Xbox Series S,2022-04-05 11:00:00,R$ 1100.00,R$ 2500.00,R$ 1100.00
iPhone 11 64GB,2022-04-05 11:00:00,R$ 6150.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-05 11:00:00,R$ 2154.60,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-04-05 11:00:00,R$ 800.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-04-05 12:00:00,R$ 1100.00,R$ 2500.00,R$ 1100.00
iPhone 11 64GB,2022-04-05 12:00:00,R$ 6150.00,R$ 3724.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-05 12:00:00,R$ 3000.00,R$ 1470.00,R$ 666.00
Nintendo Switch,2022-04-05 12:00:00,R$ 800.00,R$ 1932.00,R$ 1520.00
Xbox Series S,2022-04-05 13:00:00,R$ 1100.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-05 13:00:00,R$ 6150.00,R$ 3724.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-05 13:00:00,R$ 3000.00,R$ 2352.00,R$ 1132.20
Nintendo Switch,2022-04-05 13:00:00,R$ 800.00,R$ 2221.80,R$ 1000.00
Xbox Series S,2022-04-05 14:00:00,R$ 1100.00,R$ 1000.00,R$ 1749.00
iPhone 11 64GB,2022-04-05 14:00:00,R$ 6150.00,R$ 5139.12,R$ 3000.00
"TV Samsung T5300 43""",2022-04-05 14:00:00,R$ 3000.00,R$ 3000.00,R$ 1132.20
Nintendo Switch,2022-04-05 14:00:00,R$ 800.00,R$ 2221.80,R$ 1000.00
Xbox Series S,2022-04-05 15:00:00,R$ 1188.00,R$ 1000.00,R$ 2378.64
iPhone 11 64GB,2022-04-05 15:00:00,R$ 6150.00,R$ 6650.00,R$ 4710.00
"TV Samsung T5300 43""",2022-04-05 15:00:00,R$ 1770.00,R$ 1620.00,R$ 1369.96
Nintendo Switch,2022-04-05 15:00:00,R$ 888.00,R$ 2300.00,R$ 1430.00
Xbox Series S,2022-04-05 16:00:00,R$ 1615.68,R$ 1000.00,R$ 2378.64
iPhone 11 64GB,2022-04-05 16:00:00,R$ 5227.50,R$ 6650.00,R$ 4710.00
"TV Samsung T5300 43""",2022-04-05 16:00:00,R$ 1770.00,R$ 2705.40,R$ 600.00
Nintendo Switch,2022-04-05 16:00:00,R$ 888.00,R$ 920.00,R$ 1430.00
Xbox Series S,2022-04-05 17:00:00,R$ 1615.68,R$ 1200.00,R$ 2378.64
iPhone 11 64GB,2022-04-05 17:00:00,R$ 6150.00,R$ 6650.00,R$ 4710.00
"TV Samsung T5300 43""",2022-04-05 17:00:00,R$ 1770.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-04-05 17:00:00,R$ 888.00,R$ 1398.40,R$ 1430.00
Xbox Series S,2022-04-05 18:00:00,R$ 1100.00,R$ 1200.00,R$ 1308.25
iPhone 11 64GB,2022-04-05 18:00:00,R$ 2583.00,R$ 6650.00,R$ 4710.00
"TV Samsung T5300 43""",2022-04-05 18:00:00,R$ 1200.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-04-05 18:00:00,R$ 800.00,R$ 2293.38,R$ 1000.00
Xbox Series S,2022-04-05 19:00:00,R$ 1100.00,R$ 1200.00,R$ 1308.25
iPhone 11 64GB,2022-04-05 19:00:00,R$ 2460.00,R$ 6650.00,R$ 4710.00
"TV Samsung T5300 43""",2022-04-05 19:00:00,R$ 1824.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-05 19:00:00,R$ 800.00,R$ 2293.38,R$ 1000.00
Xbox Series S,2022-04-05 20:00:00,R$ 1100.00,R$ 1644.00,R$ 1308.25
iPhone 11 64GB,2022-04-05 20:00:00,R$ 2460.00,R$ 6650.00,R$ 7300.50
"TV Samsung T5300 43""",2022-04-05 20:00:00,R$ 1714.56,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-05 20:00:00,R$ 800.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-04-05 21:00:00,R$ 1100.00,R$ 1000.00,R$ 1308.25
iPhone 11 64GB,2022-04-05 21:00:00,R$ 3739.20,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-05 21:00:00,R$ 1200.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-05 21:00:00,R$ 800.00,R$ 1564.00,R$ 1000.00
Xbox Series S,2022-04-05 22:00:00,R$ 1100.00,R$ 1260.00,R$ 1308.25
iPhone 11 64GB,2022-04-05 22:00:00,R$ 3739.20,R$ 3923.50,R$ 3000.00
"TV Samsung T5300 43""",2022-04-05 22:00:00,R$ 1200.00,R$ 1512.00,R$ 600.00
Nintendo Switch,2022-04-05 22:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-05 23:00:00,R$ 1100.00,R$ 1688.40,R$ 1100.00
iPhone 11 64GB,2022-04-05 23:00:00,R$ 3739.20,R$ 3923.50,R$ 3000.00
"TV Samsung T5300 43""",2022-04-05 23:00:00,R$ 1200.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-05 23:00:00,R$ 800.00,R$ 920.00,R$ 1370.00
Xbox Series S,2022-04-06 00:00:00,R$ 1595.00,R$ 2500.00,R$ 1100.00
iPhone 11 64GB,2022-04-06 00:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-06 00:00:00,R$ 1200.00,R$ 1656.00,R$ 600.00
Nintendo Switch,2022-04-06 00:00:00,R$ 800.00,R$ 920.00,R$ 1671.40
Xbox Series S,2022-04-06 01:00:00,R$ 1164.35,R$ 2500.00,R$ 1100.00
iPhone 11 64GB,2022-04-06 01:00:00,R$ 3911.40,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-06 01:00:00,R$ 1908.00,R$ 1656.00,R$ 600.00
Nintendo Switch,2022-04-06 01:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-06 02:00:00,R$ 1164.35,R$ 2500.00,R$ 1694.00
iPhone 11 64GB,2022-04-06 02:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-06 02:00:00,R$ 1200.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-06 02:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-06 03:00:00,R$ 1164.35,R$ 2500.00,R$ 2456.30
iPhone 11 64GB,2022-04-06 03:00:00,R$ 2460.00,R$ 4442.20,R$ 4950.00
"TV Samsung T5300 43""",2022-04-06 03:00:00,R$ 1200.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-06 03:00:00,R$ 800.00,R$ 1159.20,R$ 1000.00
Xbox Series S,2022-04-06 04:00:00,R$ 1781.46,R$ 1000.00,R$ 2456.30
iPhone 11 64GB,2022-04-06 04:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-06 04:00:00,R$ 1788.00,R$ 1200.00,R$ 750.00
Nintendo Switch,2022-04-06 04:00:00,R$ 800.00,R$ 1414.22,R$ 1000.00
Xbox Series S,2022-04-06 05:00:00,R$ 1100.00,R$ 1000.00,R$ 2456.30
iPhone 11 64GB,2022-04-06 05:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-06 05:00:00,R$ 1200.00,R$ 1200.00,R$ 750.00
Nintendo Switch,2022-04-06 05:00:00,R$ 1008.00,R$ 1414.22,R$ 1000.00
Xbox Series S,2022-04-06 06:00:00,R$ 1100.00,R$ 1000.00,R$ 1793.10
iPhone 11 64GB,2022-04-06 06:00:00,R$ 2706.00,R$ 2660.00,R$ 3630.00
"TV Samsung T5300 43""",2022-04-06 06:00:00,R$ 1200.00,R$ 1200.00,R$ 615.00
Nintendo Switch,2022-04-06 06:00:00,R$ 1008.00,R$ 1286.94,R$ 1000.00
Xbox Series S,2022-04-06 07:00:00,R$ 1551.00,R$ 1550.00,R$ 1100.00
iPhone 11 64GB,2022-04-06 07:00:00,R$ 2706.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-06 07:00:00,R$ 1800.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-06 07:00:00,R$ 1058.40,R$ 1286.94,R$ 1000.00
Xbox Series S,2022-04-06 08:00:00,R$ 2528.13,R$ 1550.00,R$ 1892.00
iPhone 11 64GB,2022-04-06 08:00:00,R$ 3111.90,R$ 3351.60,R$ 3000.00
"TV Samsung T5300 43""",2022-04-06 08:00:00,R$ 2466.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-06 08:00:00,R$ 800.00,R$ 1286.94,R$ 1360.00
Xbox Series S,2022-04-06 09:00:00,R$ 2528.13,R$ 1550.00,R$ 1892.00
iPhone 11 64GB,2022-04-06 09:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-06 09:00:00,R$ 3000.00,R$ 1200.00,R$ 756.00
Nintendo Switch,2022-04-06 09:00:00,R$ 800.00,R$ 2252.15,R$ 1360.00
Xbox Series S,2022-04-06 10:00:00,R$ 2528.13,R$ 1550.00,R$ 1100.00
iPhone 11 64GB,2022-04-06 10:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-06 10:00:00,R$ 1200.00,R$ 2100.00,R$ 1277.64
Nintendo Switch,2022-04-06 10:00:00,R$ 800.00,R$ 1058.51,R$ 1360.00
Xbox Series S,2022-04-06 11:00:00,R$ 1618.00,R$ 1550.00,R$ 1100.00
iPhone 11 64GB,2022-04-06 11:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-06 11:00:00,R$ 1200.00,R$ 2100.00,R$ 1277.64
Nintendo Switch,2022-04-06 11:00:00,R$ 800.00,R$ 920.00,R$ 1972.00
Xbox Series S,2022-04-06 12:00:00,R$ 1423.84,R$ 2123.50,R$ 1210.00
iPhone 11 64GB,2022-04-06 12:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-06 12:00:00,R$ 1200.00,R$ 1200.00,R$ 1405.40
Nintendo Switch,2022-04-06 12:00:00,R$ 800.00,R$ 1232.80,R$ 1972.00
Xbox Series S,2022-04-06 13:00:00,R$ 1423.84,R$ 1592.62,R$ 1488.30
iPhone 11 64GB,2022-04-06 13:00:00,R$ 2460.00,R$ 3990.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-06 13:00:00,R$ 1548.00,R$ 1488.00,R$ 600.00
Nintendo Switch,2022-04-06 13:00:00,R$ 800.00,R$ 920.00,R$ 1242.36
Xbox Series S,2022-04-06 14:00:00,R$ 1423.84,R$ 2500.00,R$ 1100.00
iPhone 11 64GB,2022-04-06 14:00:00,R$ 2460.00,R$ 3990.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-06 14:00:00,R$ 2476.80,R$ 2127.84,R$ 948.00
Nintendo Switch,2022-04-06 14:00:00,R$ 800.00,R$ 1012.00,R$ 1242.36
Xbox Series S,2022-04-06 15:00:00,R$ 1423.84,R$ 2500.00,R$ 1430.00
iPhone 11 64GB,2022-04-06 15:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-06 15:00:00,R$ 1200.00,R$ 1383.10,R$ 600.00
Nintendo Switch,2022-04-06 15:00:00,R$ 1008.00,R$ 1012.00,R$ 1341.75
Xbox Series S,2022-04-06 16:00:00,R$ 1100.00,R$ 1050.00,R$ 2273.70
iPhone 11 64GB,2022-04-06 16:00:00,R$ 2460.00,R$ 2660.00,R$ 4740.00
"TV Samsung T5300 43""",2022-04-06 16:00:00,R$ 1956.00,R$ 1383.10,R$ 600.00
Nintendo Switch,2022-04-06 16:00:00,R$ 1008.00,R$ 920.00,R$ 1757.69
Xbox Series S,2022-04-06 17:00:00,R$ 1100.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-06 17:00:00,R$ 3763.80,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-06 17:00:00,R$ 1200.00,R$ 1383.10,R$ 600.00
Nintendo Switch,2022-04-06 17:00:00,R$ 800.00,R$ 920.00,R$ 1230.38
Xbox Series S,2022-04-06 18:00:00,R$ 1914.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-06 18:00:00,R$ 3763.80,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-06 18:00:00,R$ 1200.00,R$ 2171.46,R$ 600.00
Nintendo Switch,2022-04-06 18:00:00,R$ 928.00,R$ 920.00,R$ 1008.91
Xbox Series S,2022-04-06 19:00:00,R$ 1914.00,R$ 1000.00,R$ 1100.00
